NAME	TITLE	SCORE	
LRRC4		0.008364623	
AC090519		0.008361589	
KRTAP20-1		0.008360095	
UBE2CP1		0.0083568925	
AL592045		0.0083557395	
C4orf36		0.008352319	
RPS18P6		0.00835047	
AC091153		0.008347729	
C21orf33		0.008345739	
RPL3P12		0.008337386	
BNIP3P25		0.008330607	
AL161421		0.008329711	
DNAJC5		0.008328623	
EDN2		0.008324334	
CEP72		0.00832005	
AL512430		0.008318835	
NDUFA3P1		0.0083168065	
XYLB		0.008308303	
BTF3P13		0.008306077	
AC007041		0.008304579	
MIR1269A		0.008302271	
LINC00630		0.008301243	
JARID2-AS1		0.008300807	
ARL6IP5		0.008298531	
TAL2		0.008293419	
LINC02150		0.008293116	
GSTA1		0.008291284	
AL591178		0.008290956	
C10orf62		0.008287259	
CFAP161		0.008283624	
AC116049		0.0082804905	
TBC1D3P1-DHX40P1		0.008276057	
SLC35F1		0.008256733	
TMC3		0.008255896	
AC007161		0.008252353	
COMMD2		0.008236578	
AL596448		0.008236379	
LINC00564		0.008235907	
ABCD4		0.008234074	
NIFKP6		0.008227772	
SLC10A2		0.008225731	
MIR596		0.008224691	
OR7D1P		0.00822434	
GDPD1		0.008222691	
AL160408		0.008218299	
POLR2J3		0.00821053	
RAB11FIP3		0.008206837	
ADAMTS7		0.008205287	
SNX18P2		0.00820364	
GYG1		0.008200076	
HCRTR2		0.008197966	
CLVS2		0.008194111	
HIST2H4A		0.0081904065	
COBL		0.008187086	
ZNF565		0.00818546	
ELOA3D		0.008184633	
OBSCN-AS1		0.008183521	
AC005520		0.008183448	
AF201337		0.008177647	
PIK3CD-AS2		0.008176757	
TAF5L		0.008175814	
AC055855		0.008174536	
STIM2		0.008173362	
NDUFV1		0.008171635	
SRP54-AS1		0.008171158	
RPL22P18		0.008170005	
NSUN5P2		0.008166784	
AC012368		0.008161764	
RPL29P33		0.0081613045	
PKMP1		0.008159192	
GNPDA2		0.0081582125	
DNAH17-AS1		0.008147904	
SERINC2		0.008145673	
ABCB10P1		0.008138621	
ASCL4		0.00813837	
RPS27AP19		0.008137574	
OR4F21		0.00813705	
ACER2		0.008135259	
AL357515		0.008131774	
PSPC1-AS2		0.008125596	
RASA2		0.008123525	
LRRC37A7P		0.008117294	
VENTXP5		0.008116555	
AC073257		0.008116153	
TSPAN9		0.008115379	
ADCK2		0.00811215	
AL121672		0.008111012	
STAG3L1		0.008110149	
AC083873		0.008110132	
RN7SL246P		0.008107375	
HERC2P8		0.008106737	
KHNYN		0.008103662	
HNRNPA1P73		0.008102414	
MIR23B		0.008094273	
RRS1-AS1		0.008094221	
RN7SL630P		0.0080919415	
ZMAT1		0.008089663	
TBC1D28		0.00808847	
PRPF19		0.008088118	
KRR1P1		0.008087412	
AC128707		0.008083467	
AP000705		0.008082301	
RPL3P3		0.008075332	
TCF25		0.008072843	
CDK7		0.008071672	
AL137789		0.008067893	
AC021242		0.008066558	
AL158214		0.008058328	
AL445307		0.008056501	
SMC5-AS1		0.008055637	
SLC25A21-AS1		0.008053046	
CDY4P		0.008052264	
AL353193		0.008046259	
CKLF-CMTM1		0.008044519	
POU5F1P6		0.008042168	
MAEL		0.0080421	
HAUS6		0.008040926	
SYT10		0.008039666	
MIR329-2		0.008039239	
KRT8P3		0.008035643	
AP001527		0.008034461	
MEMO1		0.008029849	
FCAMR		0.008025609	
AC003685		0.008022927	
LINC00348		0.008022615	
HDX		0.00801761	
MTND2P12		0.0080157975	
DAP3		0.008011745	
PLS1		0.008007532	
MBD3		0.007992967	
CCDC63		0.007984801	
POFUT1		0.007981926	
SZT2-AS1		0.00798033	
AC004830		0.0079779755	
PIGU		0.007976999	
SEPT7P1		0.007972398	
RASIP1		0.0079662595	
LINC02166		0.007959566	
DIO1		0.007953879	
HIPK3		0.007951826	
NKPD1		0.007950194	
LINC00205		0.007946834	
MTND6P18		0.007946729	
MIR1296		0.007941395	
MEAF6P1		0.007940553	
KRT18P37		0.00793283	
RRM2P2		0.007931763	
ETFB		0.007931686	
PGGT1BP2		0.0079264315	
AC111188		0.007923497	
AP000766		0.007923461	
MYL6BP1		0.007923009	
GPR143P		0.007921729	
KATNBL1P6		0.007921369	
NCK1-AS1		0.007913413	
AC009509		0.007912313	
GC		0.007899529	
SALRNA3		0.007898854	
LINC02168		0.007896998	
GLRX2		0.007895533	
ZBTB45		0.007881954	
KRTAP10-6		0.007881565	
RPL7L1P5		0.007877128	
DNM1P24		0.007875244	
AMPD1		0.007860801	
CTRL		0.007853962	
SPECC1L-ADORA2A		0.007850801	
DNAJC19P9		0.007848027	
LINC00571		0.007845699	
SNORA15B-1		0.007844688	
AC010522		0.007842972	
AHCY		0.007842733	
PIGC		0.007841752	
RPS3AP14		0.007837494	
LEXM		0.007836712	
CNNM2		0.007831386	
PIM3		0.0078223	
AP002852		0.007822017	
SNRPEP3		0.007815607	
RN7SL66P		0.007810062	
AP002851		0.0078078816	
NLRP9P1		0.0078057726	
SLC22A24		0.007803179	
ZNF29P		0.0078027216	
AHRR		0.0077988585	
C2orf42		0.0077953357	
NBDY		0.0077876826	
AC099506		0.0077874847	
MT-TK		0.0077866553	
TPT1P9		0.0077850907	
HMGB3P10		0.007782581	
PGP		0.0077793933	
INTS6P1		0.0077727884	
ZNF839P1		0.007765422	
ARX		0.007765006	
FO538757		0.0077648535	
C5orf60		0.007760649	
HIST1H2AL		0.0077601704	
ADGRF5P1		0.007760003	
AMY2A		0.007756737	
LINC01940		0.007753798	
MIER1		0.0077513843	
AC002525		0.007740049	
HNRNPA1P6		0.0077392454	
AC040975		0.0077389986	
NNT-AS1		0.0077383765	
URM1		0.0077369283	
TRAPPC4		0.0077224025	
RPS11P6		0.00771765	
COL6A4P1		0.0077152955	
LINC01695		0.007714536	
LYSMD4		0.0077127228	
BMS1P7		0.0077087022	
MIR181A1HG		0.0077039623	
MBL2		0.007702493	
TBPL2		0.0076947534	
MTCO2P12		0.007691687	
AC096531		0.0076873754	
STYXL1		0.007685992	
TCEAL6		0.0076857563	
LINC00895		0.007684721	
WASF3		0.0076813838	
TMEM131L		0.007675542	
RPSA		0.007673439	
RN7SL600P		0.007669176	
TNFRSF12A		0.0076678735	
LINC01073		0.007665304	
KAZALD1		0.0076621217	
EIF2S1		0.007656419	
MRPL41		0.007654996	
HAUS4P1		0.007649721	
AL513329		0.0076431106	
AL391380		0.0076412517	
ADH5P4		0.007638647	
TMEM41A		0.007634716	
GNL2P1		0.0076333727	
CSNK2A2		0.007623577	
STX8P1		0.0076226424	
LINC01118		0.007621383	
OR8K3		0.0076163285	
MIR661		0.0076150037	
AIPL1		0.007613045	
KRT8P1		0.0076102554	
OR7E43P		0.0076058055	
NEXMIF		0.007599601	
USH1C		0.00759614	
CEP350		0.007595729	
RBMS3-AS3		0.0075956173	
TACR2		0.007593477	
TTC6		0.0075798673	
AC092170		0.0075760856	
AC120349		0.007575321	
FANCI		0.0075752316	
TMEM132C		0.007574783	
AC093330		0.0075745927	
EVX2		0.007570891	
RNASEH1-AS1		0.0075687924	
AC118555		0.007567889	
MYPOP		0.0075663207	
NUDCD2		0.0075645107	
RDH13		0.007561735	
Z84485		0.0075470936	
AC024619		0.0075401235	
AP003097		0.007540086	
PLCL1		0.0075399606	
CMTR1		0.007537892	
RAB9BP1		0.007537135	
RPL7AP9		0.0075357617	
SNORD116-15		0.0075354814	
AC092279		0.0075312653	
MT1A		0.0075300257	
DCAF12L2		0.0075290473	
LINC01376		0.0075271954	
PAQR7		0.007526328	
AC022634		0.0075243358	
AC097713		0.0075241686	
AL359641		0.007522086	
LENEP		0.007505373	
FMO4		0.007503872	
SPATS2		0.007501211	
HAUS8		0.0074972115	
AC004908		0.0074963155	
OR6T1		0.0074939574	
AP000943		0.0074935197	
LINC01108		0.0074931486	
LINC01124		0.0074917213	
ZNF589		0.007488923	
TFG		0.007486924	
LAMA1		0.0074855285	
ZBED9		0.0074810856	
GNB3		0.0074775135	
CYP2A7		0.0074715517	
PCDH15		0.0074699055	
OTUB2		0.0074673854	
PAK5		0.0074600736	
MIR582		0.00745978	
RPS3AP54		0.007456913	
ZDHHC22		0.0074541266	
ELOA3		0.007451054	
AC069218		0.007450618	
PRR9		0.007450035	
DBP		0.0074497885	
RPS3AP50		0.0074412962	
AC021072		0.007440508	
TLX1		0.007439395	
SNRPEP5		0.007433643	
PAWR		0.0074320473	
AC008534		0.0074318177	
TRIM55		0.007428905	
BAGE2		0.007428513	
DAZ2		0.007427027	
RIT2		0.007426761	
RNU6-1099P		0.007422407	
DPPA2P1		0.007421028	
AL033384		0.0074137724	
AC007557		0.007413146	
AC007064		0.0074106813	
AC007383		0.0074052154	
LINC01013		0.0073955082	
AC107027		0.007390342	
ATP5LP3		0.0073855966	
FAM129B		0.00737892	
LURAP1L-AS1		0.007378663	
SCARNA21		0.0073779067	
MIR1271		0.007376597	
THEG		0.0073760054	
FCN2		0.0073729698	
TDRD12		0.007372835	
HAS2-AS1		0.0073725856	
FAM50A		0.00737055	
HPS1		0.0073680542	
COX4I1		0.00736709	
MTCO1P53		0.0073665297	
MYEOV		0.0073655844	
CROCC2		0.007365265	
MTND5P2		0.0073605734	
MIR615		0.0073595983	
C1QL4		0.00735932	
SLC25A19		0.0073589548	
JMJD8		0.007355028	
AL513550		0.007352431	
AC093495		0.0073524015	
TMEM30CP		0.0073523396	
HSPE1P26		0.007352023	
GUCA1A		0.0073517766	
AL390334		0.0073505654	
LRP3		0.0073458557	
RNA5SP74		0.0073440373	
AC243547		0.007342372	
LINC00449		0.0073421635	
AL121944		0.0073382896	
MIR513C		0.0073367553	
AC116533		0.0073272535	
PIK3IP1-AS1		0.007321145	
AC022880		0.0073207095	
RN7SL204P		0.0073202373	
PAICSP2		0.007316044	
AL139353		0.0073156934	
C20orf187		0.0073143872	
RAB40C		0.007312876	
LINC00839		0.007311794	
AP001922		0.0073095625	
DCAKD		0.007309321	
C12orf56		0.0073065786	
OR4A16		0.0073031737	
AL360014		0.0073028915	
AC004704		0.0073012984	
CITED2		0.0073012747	
AC024581		0.007300353	
AC008448		0.0072974963	
GLRXP3		0.007295455	
MIR31		0.00729468	
OR8J3		0.0072834007	
SYPL1P2		0.007280162	
AC016737		0.0072728153	
NBPF5P		0.0072687655	
INCA1		0.0072686262	
IGSF9		0.007262913	
POU3F3		0.0072608343	
KRT18P11		0.0072583207	
ZP4		0.007255317	
AC125613		0.0072436277	
PDE6G		0.007239439	
FLJ20021		0.007238607	
AP002453		0.0072383382	
AKR1A1		0.0072342823	
AL390119		0.0072331536	
RPL31P57		0.0072291447	
FTO		0.007227904	
AC090625		0.0072222752	
SPRY4-IT1		0.0072216815	
FAM171A2		0.007219205	
C20orf27		0.0072182645	
AF129075		0.007217388	
ADGRD1-AS1		0.007217075	
LINC02055		0.0072167125	
SNHG10		0.0072092176	
CERNA1		0.0072090602	
CIART		0.0072054155	
OR10AD1		0.007205067	
LGI3		0.007188354	
AC073071		0.007187611	
ARL14		0.0071870214	
PRKAG3		0.007185994	
USP41		0.0071824724	
AC025538		0.007182365	
TUBB8		0.007180246	
NOTO		0.0071770954	
FBXO36P1		0.0071738693	
AC093677		0.007172649	
CHP2		0.0071725626	
PICALM		0.007168523	
RAB40A		0.0071659735	
CASC6		0.0071622753	
ULBP1		0.0071608205	
HUS1		0.007149078	
AC079466		0.0071479306	
CDC14C		0.0071446504	
SPPL3		0.0071406295	
GLP2R		0.007139374	
LTA4H		0.007134431	
PIK3C2G		0.0071296534	
RNU2-61P		0.0071287407	
OR2AT1P		0.0071279453	
ERVMER61-1		0.007127531	
GP1BA		0.0071236882	
NPY4R		0.0071219066	
POM121L10P		0.0071211685	
AGBL3		0.0071176286	
TP73		0.0071174605	
MTHFD2P7		0.007113824	
SNORD116-22		0.0071130362	
DAZ3		0.0071059926	
LINC01100		0.0071027325	
FAM159B		0.007101375	
TRIM51GP		0.0070962105	
MTCO1P15		0.0070949146	
LINGO1-AS1		0.0070942794	
SLC38A2		0.0070869327	
AC073488		0.007086758	
NOL8P1		0.0070827724	
AC027018		0.0070826067	
AC009275		0.0070821485	
RPS27L		0.007081207	
CRYL1		0.0070779086	
CHST4		0.0070751193	
HSPE1-MOB4		0.007073771	
UCN3		0.0070712594	
RPL30P13		0.007070218	
RPS3AP6		0.0070697544	
DYNC1I1		0.0070662727	
PHBP21		0.0070588365	
BCLAF1P2		0.007057415	
HHLA1		0.007054111	
ZNF658B		0.007053721	
KRT8P45		0.0070475773	
AC008554		0.0070457025	
MIR941-1		0.007042881	
EPHB4		0.0070400406	
AC084816		0.0070390454	
RN7SKP186		0.007035429	
AC087588		0.0070334165	
JMJD7		0.0070321425	
AC114296		0.0070253173	
PTPRF		0.0070231464	
SLC25A15P5		0.0070218793	
HNRNPA1P71		0.007018993	
CALML6		0.007016819	
FAM109A		0.007013875	
SNORA11		0.0070125717	
SNRPCP2		0.0070105833	
COL18A1-AS2		0.007006624	
TNC		0.0070019974	
LINC00113		0.007000511	
IGKV3D-7		0.0069994354	
PRSS44		0.0069993217	
LINC00269		0.0069948803	
AC016909		0.006991053	
C19orf67		0.0069904043	
C7orf71		0.006987159	
IFT46		0.006977023	
SAMM50		0.006976731	
RPL12P17		0.006964143	
ZNF705G		0.006959933	
NAV2-AS3		0.0069597065	
WFDC13		0.006959694	
OR1C1		0.0069543123	
LRRIQ4		0.0069491104	
OR14A16		0.0069490448	
HBD		0.006947048	
AL031313		0.006944869	
AC013489		0.006939928	
MTCO1P40		0.006935801	
KRTAP12-2		0.006927814	
BTBD7P1		0.0069254274	
RPL5P29		0.0069250134	
RPLP1		0.006916244	
AC073476		0.0069108987	
LINC00638		0.0069066924	
AC093367		0.0069000428	
RPL24		0.006898903	
AC087465		0.006895513	
ANKRD36C		0.0068823798	
MIR3940		0.0068771723	
IFNLR1		0.0068763364	
SPCS2P4		0.006875927	
AL138724		0.0068586115	
GUCY2EP		0.006856649	
RN7SKP8		0.0068558166	
CETN3		0.006854218	
TSPY12P		0.0068540787	
AC022919		0.006851072	
HMGB3P6		0.006849822	
FAM47C		0.0068479856	
FAM72D		0.0068460386	
LINC00996		0.0068418076	
OVOL3		0.0068416577	
RBMS1P1		0.006838669	
AC016925		0.0068352656	
CFTR		0.0068349037	
AC005920		0.0068314555	
MIR6829		0.006830334	
VILL		0.0068300012	
AC018731		0.0068298904	
AC127455		0.006825966	
MS4A18		0.0068203234	
RPSAP33		0.0068134903	
AC125238		0.0068113226	
SS18L2P1		0.006809728	
AC118469		0.0068020867	
MIR3150BHG		0.006797567	
LINC01907		0.006793315	
LINC00330		0.0067926766	
CHIAP2		0.0067909183	
ZNF322P1		0.006790325	
POLH-AS1		0.0067843455	
PPP3CC		0.006778627	
AL109827		0.0067745075	
TECRP1		0.0067723384	
ZNF70		0.006768046	
AL049872		0.0067658164	
AP002907		0.006763763	
AL450309		0.006753665	
AC006077		0.0067535834	
AL451050		0.0067528742	
RAB6C-AS1		0.0067454297	
MARCH4		0.0067425375	
PTGES3P3		0.0067419345	
AC024361		0.0067379414	
GJD2		0.0067376723	
FAM87A		0.0067350953	
AMTN		0.006734679	
AC021237		0.006733344	
AL121652		0.006731473	
RN7SKP271		0.0067313295	
DHFRP3		0.0067275963	
SPECC1L		0.006719367	
ZNRD1		0.0067165154	
CD24P4		0.006714427	
ST3GAL6-AS1		0.006713105	
GPR157		0.006712311	
SHMT1		0.0067016375	
AC124242		0.006694332	
SDE2		0.006693458	
RPL35P2		0.006692638	
AP005210		0.006681273	
AC103703		0.006671219	
LCN2		0.0066707185	
SEPT12		0.0066696643	
GSTA3		0.0066692163	
AC134050		0.0066670487	
EML4		0.0066653593	
RPS4XP5		0.006662568	
ORAOV1		0.00666112	
AC092650		0.0066607567	
KCNJ4		0.0066587995	
GRIK2		0.0066490863	
AC123567		0.006648872	
AC145124		0.006646329	
PSMA6P4		0.0066428003	
ACTRT3		0.006642273	
ZDHHC11B		0.0066401577	
BEST4		0.0066393586	
SH2D7		0.0066261124	
MTND2P28		0.0066240057	
AC003669		0.0066218977	
MIR609		0.0066186967	
RIMS1		0.006617096	
AP000487		0.006616784	
GABRA5		0.006612795	
RSU1P1		0.0066126464	
AMY1B		0.006611693	
C8A		0.006607462	
KLF5		0.006604696	
AC007387		0.0065987865	
SLC13A2		0.006597296	
ERVV-1		0.006596772	
AC004925		0.006591895	
RPS20P14		0.0065879663	
LRRC2		0.006580171	
NOC4L		0.0065791733	
ANOS2P		0.0065788943	
AC110015		0.00657694	
KRTAP3-2		0.0065734456	
YWHAZP8		0.0065725297	
PRELID2P1		0.006570625	
RPUSD4		0.006570458	
SNORD98		0.0065700337	
CYLC2		0.006567967	
DPRXP1		0.006565129	
ITPKA		0.0065647378	
OSTN-AS1		0.006562984	
AC010620		0.006562139	
OR5B2		0.0065607163	
EPX		0.0065499856	
HSPA8P6		0.006548848	
LINC00624		0.0065470394	
CCDC91		0.0065464107	
AC010145		0.006545103	
MIR134		0.0065448247	
MIR30C1		0.0065427665	
MAOA		0.00654057	
TMF1		0.0065369993	
DYDC2		0.006535553	
PRC1-AS1		0.0065261833	
SNORA22		0.0065239337	
SH3TC2		0.0065234415	
AC078867		0.0065223915	
AL049539		0.006519034	
EXOSC6		0.0065133283	
RAPGEFL1		0.006506859	
ARFGAP1		0.006505016	
AC008635		0.006504423	
VDAC3P1		0.006502217	
CAB39		0.0064993114	
SMIM32		0.0064988676	
TRIM3		0.006497426	
RPRD2		0.0064883637	
CPA2		0.0064845122	
AP000802		0.006482936	
MGAT5		0.0064812014	
NPM1P32		0.0064804023	
KRTAP6-3		0.006478602	
PIH1D3		0.0064715655	
RPS4XP2		0.0064703603	
ESPNP		0.0064657046	
SNORA2		0.006455305	
AL161636		0.006452839	
PRSS8		0.006450228	
AL139287		0.0064436197	
PROK1		0.0064420924	
ATP5A1P3		0.006440472	
AP003716		0.0064395363	
LINC02377		0.006438102	
GCNT1P1		0.006437491	
U2AF1		0.006437258	
LINC02021		0.0064368723	
BX322784		0.0064360206	
KBTBD11-OT1		0.006426377	
AK4P4		0.006425616	
SNORA24		0.006424168	
RN7SL68P		0.006423828	
WFDC10B		0.006418586	
MIR1185-2		0.0064071864	
MIR769		0.0064054793	
PES1P1		0.0064047975	
PHTF1		0.00640381	
RCBTB2P1		0.0064030285	
AC068533		0.0064014182	
CYCSP4		0.0063987547	
ASS1P8		0.006393074	
SAMM50P1		0.0063928957	
SLC7A10		0.006387225	
OR9I3P		0.0063853352	
FIBP		0.0063807582	
NLGN4Y		0.0063767554	
GDF7		0.006376046	
AC092192		0.0063749	
RPS4XP21		0.0063709244	
AC090857		0.0063663805	
AP003469		0.0063652988	
AC099796		0.006362333	
OR2B2		0.006358171	
LINC01534		0.0063550286	
UBE2F		0.006347614	
CATIP		0.006345731	
AC010530		0.0063449456	
TRIM51CP		0.0063402615	
AC069454		0.0063387267	
PATZ1		0.006337846	
AL592161		0.006335335	
AC007540		0.0063313316	
AC110760		0.006328301	
MIR200CHG		0.006320724	
AC010442		0.006320174	
SPDYE16		0.006319772	
NDEL1		0.006312323	
AP005329		0.006308169	
MIR6774		0.00630724	
LINC01559		0.006306483	
NACAP5		0.006303404	
AC009027		0.006298888	
MTATP6P27		0.006298455	
CAPZA2		0.006297173	
RPL36AP10		0.006295967	
RPL18AP15		0.006294537	
MYL5		0.006291144	
ZIC3		0.00628748	
SNRPGP12		0.0062842974	
IMMP1LP3		0.00628275	
SNORA75		0.006281021	
Z98742		0.0062790047	
ARID3C		0.0062772078	
FAM239A		0.0062726946	
TRGJP1		0.006272208	
ANKRD33		0.006271212	
AL136116		0.006269824	
PRH2		0.0062673604	
AC083875		0.006264958	
AC022022		0.0062598744	
SNORD116-12		0.006259146	
ZNF143		0.00625872	
LARS2-AS1		0.0062547955	
RNF103		0.006245523	
NR4A1		0.006241347	
CBLL1		0.006240332	
LINC00221		0.0062388806	
CCDC25		0.006237589	
CYGB		0.006234265	
WASHC1		0.0062313215	
KRT18P58		0.0062302807	
LDHAP1		0.006228682	
PGM5		0.0062244507	
FAR1-IT1		0.006220702	
CLCNKB		0.006217017	
LINC01234		0.006215876	
AC112247		0.0062136846	
AL035446		0.0062114466	
SCG5		0.0062111635	
AC091691		0.0062086284	
AC007128		0.006199209	
ENDOD1		0.0061990977	
RASSF6		0.006195668	
SNORA30		0.0061896904	
FAM92A		0.0061857044	
TUFT1		0.006178292	
AC013701		0.0061776494	
PDCD6IP		0.0061763925	
EME2		0.006175062	
AC073082		0.006171812	
SPTBN2		0.0061680255	
NEGR1		0.0061668195	
GDPD2		0.0061636213	
EIF3EP2		0.0061609466	
GNRHR2		0.006156542	
MIR140		0.0061550704	
OR7E85P		0.006151335	
AL035563		0.0061481437	
AL022157		0.006138809	
FTX		0.0061356816	
AC016894		0.0061345915	
RN7SL220P		0.0061339904	
TBC1D3P2		0.006127419	
LINC01206		0.0061250627	
LINC01091		0.0061223125	
GOLGA6L17P		0.006121382	
AC067930		0.006119334	
AL157899		0.0061172545	
HMGN1P8		0.0061092777	
TMPO-AS1		0.006103758	
CA8		0.0061014644	
CLDN15		0.006099962	
CICP9		0.006093494	
AC007347		0.0060921083	
PSMB7		0.0060867197	
ANKRD18A		0.00608389	
LDLRAD4-AS1		0.006079035	
GRK5-IT1		0.0060775196	
AC079035		0.0060760337	
AC018865		0.0060753683	
COX6B1P1		0.006073831	
AP001362		0.00607293	
PRAME		0.0060694567	
AC093382		0.00606927	
MIR7162		0.0060667503	
PPFIBP2		0.00606554	
TRAIP		0.0060619614	
ZNF22		0.0060599637	
AP005233		0.0060574585	
CARD17		0.0060557225	
AL024493		0.006052987	
U51244		0.006042764	
LINC00581		0.006030921	
NF1P1		0.0060300096	
AC022639		0.0060300087	
AL390058		0.0060278377	
ZNF711		0.006027246	
SLC9A2		0.0060152393	
MSANTD3		0.0060145673	
AC005481		0.006013716	
NCK1		0.0060136397	
ZC3H18		0.0060122544	
LRRC31		0.006009029	
IGLVIVOR22-2		0.006005907	
LIPG		0.006003915	
RBMXL1		0.006000172	
AC010677		0.0059937392	
CNBP		0.005993287	
GPR160		0.0059920554	
AC091059		0.0059901704	
MT1P3		0.005981789	
ADCY6		0.0059814183	
LAP3P2		0.005980614	
LDHAL6A		0.0059740334	
PPIAP38		0.005973674	
RNU6-5P		0.005973425	
UGT2A1		0.00596966	
C8orf44-SGK3		0.005966483	
HMGN1P14		0.0059547997	
NPM1P22		0.005942143	
AC093770		0.005939216	
MIRLET7A1		0.0059387893	
OR7E8P		0.005937837	
FOXI1		0.0059368256	
OTC		0.005935817	
AC092851		0.005930961	
TMPRSS12		0.0059281313	
POU4F1		0.005924169	
AC087222		0.0059230193	
S100A7A		0.005919398	
ADH1B		0.0059181657	
COX11P1		0.0059157815	
UQCRBP1		0.0059136944	
PPIAP8		0.0059101465	
PART1		0.0059081204	
MESP1		0.00590396	
RPL4P4		0.005891187	
AC006305		0.0058829314	
MYL6P5		0.005880023	
MT1XP1		0.005875902	
NFYB		0.0058717285	
NOP56P1		0.005861134	
KRT37		0.005860996	
SPATA25		0.005859321	
C1QTNF1-AS1		0.0058574383	
AFP		0.0058546592	
DCAF8L2		0.005854377	
AL133499		0.005849984	
KLF14		0.0058477395	
TRIM49B		0.005846186	
RAB5CP1		0.0058391416	
C19orf54		0.005836458	
RPS24P6		0.005834425	
MRPS12		0.0058242544	
AF181450		0.005817532	
AC083843		0.0058173994	
MRPS2		0.005815529	
AC005670		0.0058117458	
LRTM2		0.0058103893	
SNORA73		0.0058069136	
AC005722		0.005803178	
AL096870		0.0057970034	
TSSK5P		0.005794629	
RPSAP24		0.0057909065	
AL356652		0.005787275	
EFNA2		0.0057850657	
LINC00847		0.005782644	
AC008781		0.005775722	
LAMTOR5P1		0.0057750596	
PRSS45		0.0057725767	
RPS29P10		0.005771148	
RUNDC3B		0.005759911	
AC112493		0.0057590003	
METTL11B		0.005750522	
BVES-AS1		0.005748225	
RPL38P3		0.005746247	
FAM69B		0.0057443557	
AC096543		0.005741118	
LINC01549		0.0057362113	
OR10D1P		0.005735958	
BTF3L4P4		0.0057346467	
AC084083		0.005734101	
HSD3B1		0.005733853	
AL008721		0.005732763	
RNU4ATAC16P		0.005730877	
SNORD115-5		0.005725411	
TNFSF9		0.0057211826	
AL133342		0.005720173	
NMRK1		0.0057159876	
AL390783		0.0057144817	
BRPF3		0.0057144715	
MATN1		0.005710236	
AC115220		0.005706841	
AL022329		0.00570623	
LRRC37A17P		0.0057058986	
NPY2R		0.0057044355	
OR6X1		0.005704041	
NDUFB9P2		0.0057001757	
CDRT4		0.005699214	
SEC11B		0.0056883018	
AC093895		0.00568561	
AC069528		0.0056808093	
OAT		0.005678625	
PRAMEF18		0.005666035	
ZBTB20-AS5		0.005666021	
FOXR1		0.005660861	
RAC1P4		0.0056594275	
IL10RB-AS1		0.0056586624	
AC142472		0.005657876	
IL36A		0.0056572948	
LINC01553		0.0056518954	
MIR154		0.005649473	
Z99943		0.005649418	
OBSCN		0.0056483215	
AC023509		0.005645547	
AC108064		0.005642946	
TINAG		0.00563784	
AC006277		0.0056360117	
AD001527		0.00563374	
AL359504		0.005632818	
AC016773		0.0056322715	
HMGN1P19		0.0056292643	
AC010469		0.005621232	
STAM2		0.0056177047	
SNORD62A		0.005617436	
CDC37		0.005612438	
TERT		0.005611381	
RPS29P2		0.005608814	
OR6B2		0.0056073987	
PDE3A		0.0056040157	
SNORD13P1		0.0056030685	
GAPDHP25		0.0055994554	
PTP4A2P2		0.0055986475	
COLEC10		0.005596868	
AC087283		0.00559229	
MIR532		0.0055916626	
UGT1A13P		0.0055910386	
AC007637		0.005590788	
BMS1P15		0.0055902973	
SNORA38B		0.0055845897	
AC090615		0.005581395	
LSM7		0.005572773	
RET		0.0055701337	
AC008127		0.0055678636	
IGKV1OR10-1		0.005565949	
SLC34A2		0.005565869	
PHBP12		0.0055652373	
PIANP		0.005562468	
CCNA1		0.0055591143	
TMEM125		0.0055579985	
RN7SKP234		0.0055560633	
EEFSEC		0.0055548362	
OR5E1P		0.0055515254	
ATP1B3-AS1		0.005541825	
AC093106		0.0055391127	
HSP90AB4P		0.005537153	
AC090541		0.005536963	
AC073834		0.0055356193	
RFPL4AP3		0.0055328193	
MIR103A1		0.00552504	
AL662889		0.005523491	
FBXL12		0.0055196066	
SNORA59A		0.0055182045	
AC096537		0.0055150175	
AC024575		0.005511853	
SRY		0.0055085686	
C8orf59P2		0.005506865	
PLEKHJ1		0.005504877	
B3GLCT		0.0055002254	
HMGN3P1		0.005499036	
SPANXC		0.005496679	
LIPA		0.005496578	
SAT2		0.005496508	
LINC01372		0.005476773	
DYTN		0.005476705	
RNF128		0.00546834	
RNA5SP101		0.0054612756	
LSAMP-AS1		0.0054550907	
ZSCAN5C		0.00545388	
AC107079		0.005451394	
ZPR1		0.0054443725	
TRIM51FP		0.0054441476	
PKN2-AS1		0.0054433313	
AC004692		0.0054429993	
PPIL2		0.0054416824	
AC010332		0.0054407627	
AC104036		0.0054384656	
GNAQP1		0.005435706	
SHROOM2P1		0.0054353145	
AC017099		0.0054335007	
AC004000		0.005433191	
MAZ		0.0054322844	
HEXA		0.0054318844	
LINC00484		0.0054294807	
TMEM94		0.0054293433	
PRDX3P4		0.0054290392	
AC106806		0.005427132	
BCRP3		0.0054249386	
HNRNPA1P33		0.005416085	
PSMC1		0.005412227	
GLT8D1		0.005408636	
DCBLD1		0.0054052654	
GRP		0.005393964	
CRYGFP		0.0053806757	
VPS25		0.005376792	
LRRN1		0.0053749452	
PARN		0.0053735366	
KCCAT198		0.005368913	
RPL31P45		0.005365821	
SWAP70		0.005363569	
AZGP1P2		0.0053607505	
NPM1P26		0.0053563025	
RPL21P2		0.0053518265	
AL450426		0.005342868	
CBX1P2		0.0053426223	
